,id,resposta,ner_tags
384,385," [('T': 'TEMPO', 'E': '20/01/1999'), ('T': 'ORGANIZACAO', 'E': 'STM'), ('T': 'ORGANIZACAO', 'E': 'INPI'), ('T': 'LOCAL', 'E': 'Rio de Janeiro'), ('T': 'ORGANIZACAO', 'E': 'Ministério Público Militar'), ('T': 'ORGANIZACAO', 'E': 'Defensoria Pública'), ('T': 'TEMPO', 'E': '365 dias')]",['o']
385,386,Não há nenhuma entidade nomeada neste texto.,['o']
386,387," [('TEMPO', 'novembro de 1997'), ('PESSOA', 'Carlos Aureliano Motta de Souza'), ('TEMPO', 'março de 1999'), ('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.'), ('ORGANIZACAO', 'STM')]",['o']
387,388,Não há nenhuma entidade para ser extraída neste texto.,['o']
388,389," [('T': PESSOA, 'E': Diretor-Geral), ('T': ORGANIZACAO, 'E': Grupo OK Construções e Empreendimentos Ltda.)]",['o']
389,390," [('PESSOA', 'Ministros'), ('LOCAL', 'Corte'), ('LOCAL', 'novo terreno'), ('ORGANIZACAO', '1.ª CJM')]",['o']
390,391,Não há entidades nomeadas nesse texto.,['o']
391,392," [('PESSOA', 'Tenente Brigadeiro do Ar Carlos de Almeida Batista'), ('ORGANIZACAO', 'STM'), ('LEGISLACAO', 'peça n.º 3, pp. 03/14')]",['o']
392,393, Não há entidades nomeadas reconhecíveis neste texto.,['o']
393,394," [('PESSOA', 'Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'INPI'), ('ORGANIZACAO', 'Superintendência de Patrimônio da União'), ('LOCAL', 'Estado do Rio de Janeiro'), ('LOCAL', 'Rio de Janeiro'), ('TEMPO', '1998')]",['o']
394,395," [('T': 'ORGANIZACAO', 'E': 'STM'), ('T': 'TEMPO', 'E': '08/09/1999'), ('T': 'PESSOA', 'E': 'Presidente'), ('T': 'ORGANIZACAO', 'E': 'Justiça Militar'), ('T': 'ORGANIZACAO', 'E': 'Conselho Administrativo')]",['o']
395,396, Não há entidades nomeadas nesta entrada.,['o']
396,397," [('T': 'TEMPO', 'E': '22/10/1999'), ('T': 'LOCAL', 'E': 'Ilha do Governador'), ('T': 'LEGISLACAO', 'E': 'Ofício n.º 150/DIREG-2296'), ('T': 'TEMPO', 'E': '16/11/1999'), ('T': 'JURISPRUDENCIA', 'E': '8.ª Vara Federal do Rio de Janeiro'), ('T': 'LEGISLACAO', 'E': 'Ação Ordinária no processo 2002.5101021392-8')]",['o']
397,398," Nenhuma saída, pois não há entidades nomeadas neste texto.",['o']
398,399," [('Organização', 'Grupo OK Construções e Empreendimentos Ltda.'), ('Tempo', '29/12/1998'), ('Legislação', 'Apólice n.º 0006209')]",['o']
399,400," [('T': 'ORGANIZACAO', 'E': 'STM'), ('T': 'TEMPO', 'E': 'meados de setembro de 1999'), ('T': 'LEGISLACAO', 'E': 'legislação em vigor')]",['o']
400,401," [('T': 'PESSOA', 'E': 'Diretor-Geral'), ('T': 'TEMPO', 'E': '16/12/1999'), ('T': 'ORGANIZACAO', 'E': 'Construtora'), ('T': 'ORGANIZACAO', 'E': 'Empresas Fornecedoras')]",['o']
401,402," [('ORGANIZACAO', 'órgão fiscalizador'), ('TEMPO', 'mesmo'), ('LOCAL', 'canteiro de obras')]",['o']
402,403," [('T': 'ORGANIZACAO', 'E': 'Grupo OK'), ('T': 'ORGANIZACAO', 'E': 'empresa fornecedora/fabricante')]",['o']
403,404," [('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.')]",['o']
404,405," [('PESSOA', 'Grupo OK')]",['o']
405,406, Não há entidades predefinidas para essa entrada.,['o']
406,407," [('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.'),('TEMPO', 'débito'),('LEGISLACAO', 'TCU'),('TEMPO','pagamento'),('TEMPO', 'ar condicionado'),('TEMPO', 'esquadrias de alumínio'),('PESSOA', 'Diretor-Geral'),('TEMPO', 'peça n.º 29')]",['o']
407,408,Não é possível extrair entidades nomeadas de um texto como esse.,['o']
408,409," [('T': PESSOA, 'E': 'Recurso')]",['o']
409,410,"Não é possível realizar a extração de entidades nomeadas a partir deste texto, pois ele não contém palavras ou frases que possam ser identificadas como entidades nomeadas.",['o']
410,411," [('PESSOA', 'Corte de Contas'), ('ORGANIZACAO', 'Superior Tribunal Militar'), ('LOCAL', 'Rio de Janeiro'), ('LEGISLACAO', 'INPI'), ('TEMPO', '1999'), ('JURISPRUDENCIA', '1.ª Circunscrição Judiciária Militar')]",['o']
411,412," [('ORGANIZACAO', 'Órgão')]",['o']
412,413," [('ORGANIZACAO', 'STM'), ('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.')]",['o']
413,414, Nenhuma entidade reconhecida.,['o']
414,415," [('ORGANIZACAO', 'STM'), ('ORGANIZACAO', 'Tribunal'), ('ORGANIZACAO', 'Diretor-Geral'), ('LEGISLACAO', 'Auditorias Militares')]",['o']
415,416, Não há reconhecimento de entidade nomeada para os números 26.,['o']
416,417," [('ORGANIZACAO', 'Grupo OK')]",['o']
417,418, Não há entidades nomeadas neste texto.,['o']
418,419," [('T': 'ORGANIZACAO', 'E': 'empreendimento'), ('T': 'TEMPO', 'E': 'pronta entrega')]",['o']
419,420, Não há entidades nomeadas para serem reconhecidas neste texto.,['o']
420,421," [('LEGISLACAO', 'Lei n.º 8.666/1993'), ('LEGISLACAO', 'Lei n.º 4.320/1964'), ('LEGISLACAO', 'Decreto n.º 93.872/1986')]",['o']
421,422," [('LEGISLACAO', 'diplomas normativos'), ('JURISPRUDENCIA', 'instituto do depósito voluntário'), ('JURISPRUDENCIA', 'pagamentos antecipados')]",['o']
422,423, Nenhuma entidade foi reconhecida.,['o']
423,424," [('TEMPO', '29/12/1998'), ('LEGISLACAO', 'Lei n.º 8.666/1993'), ('ORGANIZACAO', 'STM')]",['o']
424,425, Nenhuma entidade predefinida foi reconhecida.,['o']
425,426," [('LEGISLACAO', 'Lei n.º 8.666/1993')]",['o']
426,427," [('T': LEGISLACAO, 'E': art. 56), ('T': ORGANIZACAO, 'E': caução), ('T': ORGANIZACAO, 'E': seguro-garantia), ('T': ORGANIZACAO, 'E': fiança bancária)].",['o']
427,428," [('T': 'TEMPO', 'E': '29/12/1998'), ('T': 'ORGANIZACAO', 'E': 'Administração')]",['o']
428,429," [('LEGISLACAO', 'dispositivo legal'), ('TEMPO', 'pagamento adiantado')]",['o']
429,430, Nenhuma entidade foi reconhecida.,['o']
430,431," [('LEGISLACAO', 'antecipação do pagamento'), ('JURISPRUDENCIA', 'vasta jurisprudência do Tribunal'), ('LEGISLACAO', 'Acórdão n.º 1.565/2015 – TCU – Plenário')]",['o']
431,432,Não há nenhuma entidade nomeada no texto fornecido.,['o']
432,433," [('LEGISLACAO', 'jurisprudência'), ('ORGANIZACAO', 'União'), ('ORGANIZACAO', 'órgão'), ('ORGANIZACAO', 'União'), ('TEMPO', 'ano'), ('ORGANIZACAO', 'mercado'), ('ORGANIZACAO', 'União'), ('ORGANIZACAO', '6'), ('ORGANIZACAO', 'seis'), ('LOCAL', 'Rio de Janeiro'), ('TEMPO', 'janeiro'), ('TEMPO', '2000'), ('ORGANIZACAO', 'Auditorias Militares')]",['o']
433,434," [('PESSOA', 'gestor médio'), ('TEMPO','excepcionalidade'), ('LEGISLACAO', 'pagamento antecipado')]",['o']
434,435,A saída para este texto é: Não há entidades predefinidas neste texto.,['o']
435,436," [('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.'), ('ORGANIZACAO', 'fabricantes'), ('TEMPO', 'mais atentamente')]",['o']
436,437,Não há entidades nomeadas neste texto.,['o']
437,438,"Resposta: [('LEGISLACAO', 'Lei n.º 8.666/1993')]",['o']
438,439," [('LEGISLACAO', 'mencionado dispositivo')]",['o']
439,440," [('LEGISLACAO', 'Lei n.º 4.320/1964'), ('LEGISLACAO', 'Decreto n.º 93.872/1986'), ('JURISPRUDENCIA', 'TCU')]",['o']
440,441, Não há entidade nomeada no texto.,['o']
441,442," [('LEGISLACAO', 'Decreto'), ('TEMPO', 'antecipação'), ('TEMPO', 'pagamento'), ('TEMPO', 'antecipação'), ('TEMPO', 'pagamento')]",['o']
442,443,Não há entidades nomeadas neste texto.,['o']
443,444," [('LEGISLACAO', 'Lei n.º 8.666/1993'), ('LEGISLACAO', 'Lei de Licitações')]",['o']
444,445," [('T': LEGISLACAO, 'E': ativismo legislativo), ('T': JURISPRUDENCIA, 'E': julgador), ('T': LEGISLACAO, 'E': hipoteca)]",['o']
445,446, Não há entidades nomeadas para serem extraídas neste texto.,['o']
446,447," [('T': LEGISLACAO, 'E': Decreto n.º 93.872/1986), ('T': JURISPRUDENCIA, 'E': TCU)]",['o']
447,448," [('T': LEGISLACAO, 'E': Direito Civil pátrio), ('T': PESSOA, 'E': terceiro)]",['o']
448,449," [('T': 'LEGISLACAO', 'E': 'Decreto n.º 93.872/1986'), ('T': 'ORGANIZACAO', 'E': 'Administrador')]",['o']
449,450,Não há nenhuma entidade nomeada neste texto.,['o']
450,451," [('ORGANIZACAO', 'empresa'), ('JURISPRUDENCIA', 'demandas judiciais'), ('ORGANIZACAO', 'órgão de defesa do consumidor'), ('LEGISLACAO', 'adimplência contratual'), ('LEGISLACAO', 'garantia'), ('ORGANIZACAO', 'própria empresa'), ('LEGISLACAO', 'fiança'), ('LEGISLACAO', 'seguro bancário'), ('LEGISLACAO', 'hipoteca'), ('LEGISLACAO', 'outro título')]",['o']
451,452," [('T': ORGANIZACAO, 'E': Diretor-Geral), ('T': ORGANIZACAO, 'E': fabricante), ('T': ORGANIZACAO, 'E': construtora), ('T': ORGANIZACAO, 'E': fabricante), ('T': LEGISLACAO, 'E': Termos de Fiel Depositário)]",['o']
452,453," [('T': LEGISLACAO, 'E': pagamento antecipado), ('T': LOCAL, 'E': cercando-se), ('T': ORGANIZACAO, 'E': gestor), ('T': TEMPO, 'E': futura entrega)]",['o']
453,454," [('T': 'LEGISLACAO', 'E': 'instrumento de cautela'), ('T': 'ORGANIZACAO', 'E': 'contratada'), ('T': 'ORGANIZACAO', 'E': 'empresas fabricantes'), ('T': 'TEMPO', 'E': 'posteriormente')]",['o']
454,455,Não há entidades nomeadas para extrair deste texto.,['o']
455,456," [('ORGANIZACAO', 'TCU'), ('LEGISLACAO', 'Acórdãos n.ºs 2.262/2011 – Plenário e 7.673/2010 – 1.ª Câmara')]",['o']
456,457,"Não há entidades nomeadas neste texto, portanto não há saída.",['o']
457,458," [('LEGISLACAO', 'TCU')]",['o']
458,459," [('JURISPRUDENCIA', 'jurisprudência'), ('TEMPO', '1999')]",['o']
459,460, Nenhuma entidade reconhecida.,['o']
460,461,Não há entidades nomeadas no texto de entrada.,['o']
461,462," [('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.'), ('LEGISLACAO', 'STM'), ('JURISPRUDENCIA', 'Termos de Fiel Depositário'), ('JURISPRUDENCIA', 'peça n.º 139, p. 6'), ('JURISPRUDENCIA', 'nexo de causalidade'), ('ORGANIZACAO', 'Diretor-Geral')]",['o']
462,463," [('Pessoa', 'recorrente'), ('Organização', 'Grupo OK Construções e Empreendimentos Ltda.'), ('Organização', 'STM'), ('Legislação', 'Lei n.º 8.666/1993'), ('Organização', 'contratada')]",['o']
463,464,Não há nenhuma entidade nomeada neste texto.,['o']
464,465,"Resposta: [('LEGISLACAO', 'Sentença'), ('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.'), ('LOCAL', '21.ª Vara Federal da Seção Judiciária do Distrito Federal'), ('LOCAL', 'Tribunal Regional Federal da 1.ª Região')]",['o']
465,466," [('PESSOA', 'Senhor Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.'), ('LEGISLACAO', 'Acórdão n.º 1.466/2013 – Plenário'), ('LEGISLACAO', 'Acórdão n.º 946/2013 – Plenário')]",['o']
466,467, Nenhuma entidade foi reconhecida.,['o']
467,468," [('PESSOA', 'Sr. Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'Superior Tribunal Militar - STM'), ('LEGISLACAO', 'Acórdão nº 1.466/2013'), ('LEGISLACAO', 'Acórdão nº 633/2014'), ('ORGANIZACAO', 'Plenário')]",['o']
468,469,"Desculpe, mas não consigo reconhecer entidades nomeadas neste texto.",['o']
469,470," [('LEGISLACAO', 'TCU'), ('ORGANIZACAO', 'Ministério Público'), ('ORGANIZACAO', 'Superior Tribunal Militar'), ('TEMPO', '1999'), ('ORGANIZACAO', '1ª Câmara'), ('JURISPRUDENCIA', 'relação 31/2000'), ('JURISPRUDENCIA', 'ata 27/2000'), ('PESSOA', 'Marcos Vilaça'), ('PESSOA', 'Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.')]",['o']
470,471,Não há nenhuma entidade nomeada presente neste texto.,['o']
471,472," [('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.')]",['o']
472,473,Não há nenhuma entidade nomeada neste texto.,['o']
473,474," [('PESSOA', 'Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'Serur'), ('LEGISLACAO', 'legislação que rege a matéria'), ('JURISPRUDENCIA', 'interesse público'), ('JURISPRUDENCIA', 'previsão no edital de licitação ou nos instrumentos formais de adjudicação direta'), ('JURISPRUDENCIA', 'cautelas e garantias'), ('JURISPRUDENCIA', 'fase interna da tomada de contas especial'), ('JURISPRUDENCIA', 'procedimento de caráter inquisitório')]",['o']
474,475,"
[('LOCAL', 'Tribunal de Contas da União'), ('LEGISLACAO', 'Lei 8.383/1991'), ('JURISPRUDENCIA', 'jurisprudência deste tribunal')]",['o']
475,476,Não há entidades nomeadas neste texto.,['o']
476,477," [('PESSOA', 'Subprocuradora-Geral Cristina Machado da Costa e Silva'), ('PESSOA', 'Sr. Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.'), ('LEGISLACAO', 'Acórdão n.º 1.466/2013 – Plenário')]",['o']
477,478, Nenhuma entidade foi detectada.,['o']
478,479," [('ORGANIZACAO', 'Ministério Público'), ('ORGANIZACAO', 'TCU')]",['o']
479,480,Resposta: Não há entidades nomeadas identificáveis neste texto.,['o']
480,481," [('ORGANIZACAO', 'Secretaria de Recursos'), ('ORGANIZACAO', 'Serur'), ('ORGANIZACAO', 'TCE'), ('ORGANIZACAO', 'Tribunal'), ('ORGANIZACAO', 'TCU'), ('JURISPRUDENCIA', 'jurisprudência do Tribunal')]",['o']
481,482, Não há entidades reconhecíveis nesta entrada.,['o']
482,483, Nenhuma entidade encontrada.,['o']
483,484,Resposta: Não é possível identificar entidades nomeadas a partir desta entrada.,['o']
484,485," [('T': 'LEGISLACAO', 'E': 'legislação'), ('T': 'ORGANIZACAO', 'E': 'MP/TCU')]",['o']
485,486, Não há entidades nomeadas nesse texto.,['o']
486,487," [('ORGANIZACAO': 'Ministério Público', 'TEMPO': '1999', 'ORGANIZACAO': 'Superior Tribunal Militar', 'LEGISLACAO': 'compras de itens', 'ORGANIZACAO': 'recorrente', 'LEGISLACAO': 'pagamento antecipado', 'ORGANIZACAO': 'dois itens', 'LEGISLACAO': 'seis itens', 'LEGISLACAO': 'adquiridos em antecipação')]",['o']
487,488," [('PESSOA', 'Ministério Público'), ('ORGANIZACAO', 'TCU'), ('PESSOA', 'Dra. Cristina Machado da Costa e Silva'), ('LEGISLACAO', 'responsável'), ('JURISPRUDENCIA', 'malogro parcial'), ('JURISPRUDENCIA', 'ato em questão'), ('JURISPRUDENCIA', 'potencial dano ao erário')]",['o']
488,489,Não há entidades nomeadas nesse texto.,['o']
489,490," [('ORGANIZACAO', 'MP/TCU'), ('LEGISLACAO', 'recurso de revisão'), ('JURISPRUDENCIA', 'custos juris'), ('JURISPRUDENCIA', 'custos societatis'), ('JURISPRUDENCIA', 'custos legis')]",['o']
490,491, Não há entidades nomeadas neste texto.,['o']
491,492," [('PESSOA', 'Ministério Público'), ('ORGANIZACAO', 'Parquet'), ('LOCAL', 'Plenário')]",['o']
492,493, Não há entidades nomeadas reconhecíveis neste texto.,['o']
493,494,"Resposta: [('T': 'ORGANIZACAO', 'E': 'MP/TCU'), ('T': 'LOCAL', 'E': 'Superior Tribunal Militar'), ('T': 'ORGANIZACAO', 'E': 'Grupo OK Construções e Empreendimentos Ltda.'), ('T': 'TEMPO', 'E': '25/11/1997'), ('T': 'ORGANIZACAO', 'E': 'STM')]",['o']
494,495," [('PESSOA', 'responsável'), ('LOCAL', 'Rio de Janeiro'), ('ORGANIZACAO', 'Corte de Contas'), ('ORGANIZACAO', 'Superior Tribunal Militar'), ('ORGANIZACAO', '1.ª Circunscrição Judiciária Militar'), ('ORGANIZACAO', 'INPI'), ('TEMPO', '1999'), ('TEMPO', '1998'), ('TEMPO', '1999')]",['o']
495,496," [('ORGANIZACAO', 'Órgão')]",['o']
496,497," [('ORGANIZACAO', 'STM'), ('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.')]",['o']
497,498, Não há entidades reconhecidas neste texto.,['o']
498,499," [('PESSOA', 'meus pares'), ('ORGANIZACAO', 'Ministério Público'), ('ORGANIZACAO', 'Tribunal'), ('TEMPO', 'Vossas Excelências'), ('ORGANIZACAO', 'Administração Pública'), ('LEGISLACAO', 'princípio da legalidade'), ('LEGISLACAO', 'lei')]",['o']
499,500, Não há entidades nomeadas neste texto.,['o']
500,501," [('LEGISLACAO', 'lei'), ('PESSOA', 'gestores'), ('ORGANIZACAO', 'interesse público')]",['o']
501,502, Nenhuma entidade reconhecida.,['o']
502,503," [('Pessoa', 'recorrente'), ('Local', 'Rio de Janeiro'), ('Organização', 'Justiça Militar'), ('Legislação', 'MP/TCU'), ('Jurisprudência', 'Corte'), ('Tempo', 'época'), ('Legislação', 'Termo de Fiel Depositário')]",['o']
503,504, Não há entidades identificadas.,['o']
504,505," [('T': LEGISLACAO, 'E': termo de fiel depositário), ('T': ORGANIZACAO, 'E': 1ª CJM), ('T': PESSOA, 'E': Tenente-Brigadeiro Baptista), ('T': ORGANIZACAO, 'E': STM), ('T': ORGANIZACAO, 'E': Comissão Regional de Obras da 1ª Região do Exército), ('T': PESSOA, 'E': ex-Diretor de Patrimônio), ('T': PESSOA, 'E': ex-Diretor Geral), ('T': ORGANIZACAO, 'E': Aeronáutica), ('T': LOCAL, 'E': Depósito Central de Intendência), ('T': LOCAL, 'E': Avenida Brasil).",['o']
505,506, Nenhuma entidade foi reconhecida.,['o']
506,507," [('LEGISLACAO', 'presente recurso de reconsideração')]",['o']
507,508," [('PESSOA', 'recorrente'), ('ORGANIZACAO', 'contratada'), ('TEMPO', 'posteriori'), ('LEGISLACAO', 'má-fé'), ('JURISPRUDENCIA', 'fraudulento')]",['o']
508,509," [('LEGISLACAO', 'legislação')]",['o']
509,510," [('LEGISLACAO', 'legislação')]",['o']
510,511," [('PESSOA', 'Marçal Justen Filho')]",['o']
511,512," [('T': TEMPO, 'E': decurso de tempo)]",['o']
512,513," [('T': 'Jurisprudência', 'E': 'Mestre'), ('T': 'Organização', 'E': 'responsável'), ('T': 'Tempo', 'E': 'paralisação'), ('T': 'Organização', 'E': 'obra'), ('T': 'Organização', 'E': 'dinheiro'), ('T': 'Organização', 'E': 'recursos'), ('T': 'Organização', 'E': 'opções'), ('T': 'Organização', 'E': 'contrato'), ('T': 'Organização', 'E': 'adiantar'), ('T': 'Organização', 'E': 'obra')]",['o']
513,514," [('ORGANIZACAO', 'STM'), ('LEGISLACAO', 'contrato'), ('TEMPO', 'início'), ('TEMPO', 'obra')]",['o']
514,515, Nenhuma entidade foi reconhecida.,['o']
515,516," [('T': LEGISLACAO, 'E': dispositivo legal)] [('T': TEMPO, 'E': 2)] [('T': TEMPO, 'E': 16)] [('T': TEMPO, 'E': 9)]",['o']
516,517," [('LEGISLACAO', 'Lei n° 8.666/93'), ('LEGISLACAO', 'Lei n° 4.320/64'), ('JURISPRUDENCIA', 'TC 003.783/04-8')]",['o']
517,518,"Não é possível identificar entidades nomeadas a partir deste texto, pois não há palavras suficientes para identificar e classificar as entidades.",['o']
518,519," [('T': 'JURISPRUDENCIA', 'E': 'Acórdão nº 1879/2011 – Plenário'), ('T': 'PESSOA', 'E': 'relator')]",['o']
519,520," [('Jurisprudência', 'JURISPRUDENCIA'), ('Tribunal', 'ORGANIZACAO'), ('pagamento', 'LEGISLACAO'), ('interesse público', 'LEGISLACAO')]",['o']
520,521," [('Jurisprudência', 'JURISPRUDENCIA')]",['o']
521,522," [('Legislação', 'Lei 4.320/64'), ('Legislação', 'Decreto 93.872/86')]",['o']
522,523," [('LEGISLACAO', 'Acórdão 0158/2015'), ('PESSOA', 'WALTON ALENCAR RODRIGUES')]",['o']
523,524," [('LEGISLACAO', 'processo de contratação'), ('TEMPO', 'antecipação')]",['o']
524,525," [('LEGISLACAO', 'Acórdão 3003/2010'), ('PESSOA', 'Valmir Campelo')]",['o']
525,526," [('T': 'LEGISLACAO', 'E': 'edital'), ('T': 'JURISPRUDENCIA', 'E': 'interesse público'), ('T': 'JURISPRUDENCIA', 'E': 'garantias')]",['o']
526,527," [('T': LEGISLACAO, 'E': Acórdão 3614/2013), ('T': PESSOA, 'E': BENJAMIN ZYMLER)]",['o']
527,528," [('LEGISLACAO', 'Pagamentos antecipados'), ('ORGANIZACAO', 'erário'), ('LOCAL', 'ressarcimento'), ('TEMPO', 'devida justificativa')]",['o']
528,529," [('T': LEGISLACAO, 'E': Acórdão), ('T': TEMPO, 'E': 0496/2012), ('T': PESSOA, 'E': RAIMUNDO CARREIRO)]",['o']
529,530," [('LEGISLACAO', 'pesquisa jurisprudencial'), ('LEGISLACAO', 'Acórdão nº 79/1993-Segunda Câmara'), ('LEGISLACAO', 'Acórdão nº 113/1996-TCU-Plenário'), ('PESSOA', 'Lincoln Magalhães da Rocha'), ('PESSOA', 'Bento José Bugarin')]",['o']
530,531," Nenhuma saída, pois não há entidades nomeadas no texto.",['o']
531,532,"A saída seria: [('Legislação', 'jurisprudência'), ('Organização', 'MP/TCU'), ('Tempo', 'última'), ('Tempo', 'este'), ('Tempo', 'excepcionalidade'), ('Local', 'erário'), ('Tempo', 'garantia'), ('Tempo', 'adicional'), ('Tempo', 'providências'), ('Tempo', 'voto')]",['o']
532,533," [('PESSOA', 'responsável'), ('ORGANIZACAO', 'Ministério Público'), ('TEMPO', 'em'), ('LEGISLACAO', 'julgamento'), ('JURISPRUDENCIA', 'irregularidade')]",['o']
533,534, Não há entidades nomeadas neste texto.,['o']
534,535, Nenhuma entidade foi reconhecida.,['o']
535,536," [('ORGANIZACAO', 'contratada')]",['o']
536,537, Não há entidades nomeadas neste texto.,['o']
537,538," [('ORGANIZACAO', 'órgão'), ('PESSOA', 'gestor'), ('LEGISLACAO', 'legalidade'), ('ORGANIZACAO', 'empresa'), ('ORGANIZACAO', 'contratada')]",['o']
538,539," [('T': LEGISLACAO, 'E': ações judiciais), ('T': JURISPRUDENCIA, 'E': penal), ('T': JURISPRUDENCIA, 'E': ressarcimento ao erário)]",['o']
539,540," [('T': PESSOA, 'E': Ministério Público)]",['o']
540,541," [('T': 'ORGANIZACAO', 'E': 'Grupo OK Construções e Empreendimentos Ltda.'), ('T': 'LOCAL', 'E': '21.ª Vara Federal da Seção Judiciária do Distrito Federal'), ('T': 'JURISPRUDENCIA', 'E': 'Sentença'), ('T': 'JURISPRUDENCIA', 'E': 'Tribunal Regional Federal da 1.ª Região'), ('T': 'TEMPO', 'E': '2008')]",['o']
541,542, Não há entidades nomeadas no texto de entrada.,['o']
542,543," [('T': 'JURISPRUDENCIA', 'E': 'Tribunal'), ('T': 'LEGISLACAO', 'E': 'legislação'), ('T': 'JURISPRUDENCIA', 'E': 'entendimento jurisprudencial'), ('T': 'JURISPRUDENCIA', 'E': 'Corte')]",['o']
543,544," [('PESSOA', 'Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'Ministério Público'), ('ORGANIZACAO', 'TCU'), ('LEGISLACAO', 'Acórdão n.º 946/2013-TCU-Plenário')]",['o']
544,545,"A saída seria: [('PESSOA', 'Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'OK Construções e Empreendimentos Ltda.'), ('LEGISLACAO', 'Acórdão n.º 1.466/2013 – Plenário')]",['o']
545,546," [('LEGISLACAO', 'Tribunal de Contas da União'), ('JURISPRUDENCIA', 'Acórdão')]",['o']
546,547," [('ORGANIZACAO', 'TCU'), ('LOCAL', 'Sala das Sessões'), ('PESSOA', 'Ministro Luciano Brandão Alves de Souza'), ('TEMPO', '11 de maio de 2016')]",['o']
547,548," [('PESSOA', 'JOÃO AUGUSTO RIBEIRO NARDES'), ('CARGO', 'Relator')]",['o']
548,549," [('T': 'ORGANIZACAO', 'E': 'Turma'), ('T': 'LEGISLACAO', 'E': 'GMWOC/sp/er'), ('T': 'ORGANIZACAO', 'E': 'AGRAVO')]",['o']
549,550," [('T': LEGISLACAO, 'E': AGRAVO DE INSTRUMENTO)]",['o']
550,551," [('LEGISLACAO', 'LEI Nº 13.015/14')]",['o']
551,552," [('ORGANIZACAO', 'CRUESP')]",['o']
552,553," [('LEGISLACAO', 'LEI ESTADUAL')]",['o']
553,554,"A saída seria: [('T': PESSOA, 'E': agravante), ('T': JURISPRUDENCIA, 'E': decisão agravada), ('T': LEGISLACAO, 'E': art. 896), ('T': LEGISLACAO, 'E': CLT)].",['o']
554,555," [('T': LEGISLACAO, 'E': norma estadual), ('T': ORGANIZACAO, 'E': CRUESP), ('T': LEGISLACAO, 'E': Constituição Federal)]",['o']
555,556," [('LEGISLACAO', 'Precedentes')].",['o']
556,557, Nenhuma entidade predefinida foi encontrada.,['o']
557,558," [('T': 'ORGANIZACAO', 'E': 'CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA - CEETEPS'), ('T': 'PESSOA', 'E': 'MARIA ÂNGELA DA SILVA GOMES RODRIGUES NOGUEIRA')]",['o']
558,559, Nenhuma entidade reconhecida.,['o']
559,560," [('T': 'ORGANIZACAO', 'E': 'Ministério Público do Trabalho')]",['o']
560,561, Não há entidades nomeadas neste texto.,['o']
561,562, Nenhuma entidade reconhecida.,['o']
562,563," [('T': LEGISLACAO, 'E': 'Súmula nº 436, I, do TST'), ('T': TEMPO, 'E': 'tempestividade')]",['o']
563,564,Resposta: Não há entidades nomeadas nesse texto.,['o']
564,565," [('T': 'JURISPRUDENCIA', 'E': 'Súmula nº 435 do TST'), ('T': 'LEGISLACAO', 'E': 'art. 557, caput, do CPC')]",['o']
565,566," [('LEGISLACAO', 'Decreto-lei nº 06/69'), ('LEGISLACAO', 'Decreto-lei Complementar nº 07/69'), ('LEGISLACAO', 'Lei Estadual nº 952/76'), ('LEGISLACAO', 'Decreto nº 20.833/83'), ('LEGISLACAO', 'Lei Complementar nº 180/78'), ('ORGANIZACAO', 'Universidades Estaduais Paulistas'), ('ORGANIZACAO', 'CRUESP'), ('ORGANIZACAO', 'Conselho de Reitores das Universidades do Estado de São Paulo')]",['o']
566,567," [('Legislação', 'CLT'), ('Legislação', 'art. 37'), ('Legislação', 'art. X'), ('Legislação', 'art. XIII'), ('Legislação', 'art. 61, § 1º, II, ``a'''), ('Legislação', 'art. 169, § 1º, I e II'), ('Legislação', 'art. 207'), ('Legislação', 'art. 896')]",['o']
